,kev,events_per_day
200,3.0030030038,0.0001986648
201,3.0180180188,0.0001986648
202,3.0330330338,0.0001986648
203,3.0480480488,0.0001986648
204,3.0630630639,0.0001986648
205,3.0780780789,0.0001986648
206,3.0930930939,0.0001986648
207,3.1081081089,0.0001986648
208,3.1231231239,0.0001986648
209,3.1381381389,0.0001986648
210,3.1531531539,0.0001986648
211,3.168168169,0.0001986648
212,3.183183184,0.0001986648
213,3.198198199,0.0001986648
214,3.213213214,0.0001986648
215,3.228228229,0.0001986648
216,3.243243244,0.0001986648
217,3.258258259,0.0001986648
218,3.2732732741,0.0001986648
219,3.2882882891,0.0001986648
220,3.3033033041,0.0001986648
221,3.3183183191,0.0001986648
222,3.3333333341,0.0001986648
223,3.3483483491,0.0001986648
224,3.3633633641,0.0001986648
225,3.3783783792,0.0001986648
226,3.3933933942,0.0001986648
227,3.4084084092,0.0001986648
228,3.4234234242,0.0001986648
229,3.4384384392,0.0001986648
230,3.4534534542,0.0001986648
231,3.4684684692,0.0001986648
232,3.4834834843,0.0001986648
233,3.4984984993,0.0001986648
234,3.5135135143,0.0001986648
235,3.5285285293,0.0001986648
236,3.5435435443,0.0001986648
237,3.5585585593,0.0001986648
238,3.5735735743,0.0001986648
239,3.5885885893,0.0001986648
240,3.6036036044,0.0001986648
241,3.6186186194,0.0001986648
242,3.6336336344,0.0001986648
243,3.6486486494,0.0001986648
244,3.6636636644,0.0001986648
245,3.6786786794,0.0001986648
246,3.6936936944,0.0001986648
247,3.7087087095,0.0001986648
248,3.7237237245,0.0001986648
249,3.7387387395,0.0001986648
250,3.7537537545,0.0001986648
251,3.7687687695,0.0001986648
252,3.7837837845,0.0001986648
253,3.7987987995,0.0001986648
254,3.8138138146,0.0001986648
255,3.8288288296,0.0001986648
256,3.8438438446,0.0001986648
257,3.8588588596,0.0001986648
258,3.8738738746,0.0001986648
259,3.8888888896,0.0001986648
260,3.9039039046,0.0001986648
261,3.9189189197,0.0001986648
262,3.9339339347,0.0001986648
263,3.9489489497,0.0001986648
264,3.9639639647,0.0001986648
265,3.9789789797,0.0001986648
266,3.9939939947,0.0001986648
267,4.0090090097,0.0001986648
268,4.0240240248,0.0001986648
269,4.0390390398,0.0001986648
270,4.0540540548,0.0001986648
271,4.0690690698,0.0001986648
272,4.0840840848,0.0001986648
273,4.0990990998,0.0001986648
274,4.1141141148,0.0001986648
275,4.1291291299,0.0001986648
276,4.1441441449,0.0001986648
277,4.1591591599,0.0001986648
278,4.1741741749,0.0001986648
279,4.1891891899,0.0001986648
280,4.2042042049,0.0001986648
281,4.2192192199,0.0001986648
282,4.234234235,0.0001986648
283,4.24924925,0.0001986648
284,4.264264265,0.0001986648
285,4.27927928,0.0001986648
286,4.294294295,0.0001986648
287,4.30930931,0.0001986648
288,4.324324325,0.0001986648
289,4.3393393401,0.0001986648
290,4.3543543551,0.0001986648
291,4.3693693701,0.0001986648
292,4.3843843851,0.0001986648
293,4.3993994001,0.0001986648
294,4.4144144151,0.0001986648
295,4.4294294301,0.0001986648
296,4.4444444451,0.0001986648
297,4.4594594602,0.0001986648
298,4.4744744752,0.0001986648
299,4.4894894902,0.0001986648
300,4.5045045052,0.0001986648
301,4.5195195202,0.0001986648
302,4.5345345352,0.0001986648
303,4.5495495502,0.0001986648
304,4.5645645653,0.0001986648
305,4.5795795803,0.0001986648
306,4.5945945953,0.0001986648
307,4.6096096103,0.0001986648
308,4.6246246253,0.0001986648
309,4.6396396403,0.0001986648
310,4.6546546553,0.0001986648
311,4.6696696704,0.0001986648
312,4.6846846854,0.0001986648
313,4.6996997004,0.0001986648
314,4.7147147154,0.0001986648
315,4.7297297304,0.0001986648
316,4.7447447454,0.0001986648
317,4.7597597604,0.0001986648
318,4.7747747755,0.0001986648
319,4.7897897905,0.0001986648
320,4.8048048055,0.0001986648
321,4.8198198205,0.0001986648
322,4.8348348355,0.0001986648
323,4.8498498505,0.0001986648
324,4.8648648655,0.0001986648
325,4.8798798806,0.0001986648
326,4.8948948956,0.0001986648
327,4.9099099106,0.0001986648
328,4.9249249256,0.0001986648
329,4.9399399406,0.0001986648
330,4.9549549556,0.0001986648
331,4.9699699706,0.0001986648
332,4.9849849857,0.0001986648
333,5.0000000007,0.0001986648
334,5.0150150157,0.0001986648
335,5.0300300307,0.0001986648
336,5.0450450457,0.0001986648
337,5.0600600607,0.0001986648
338,5.0750750757,0.0001986648
339,5.0900900908,0.0001986648
340,5.1051051058,0.0001986648
341,5.1201201208,0.0001986648
342,5.1351351358,0.0001986648
343,5.1501501508,0.0001986648
344,5.1651651658,0.0001986648
345,5.1801801808,0.0001986648
346,5.1951951958,0.0001986648
347,5.2102102109,0.0001986648
348,5.2252252259,0.0001986648
349,5.2402402409,0.0001986648
350,5.2552552559,0.0001986648
351,5.2702702709,0.0001986648
352,5.2852852859,0.0001986648
353,5.3003003009,0.0001986648
354,5.315315316,0.0001986648
355,5.330330331,0.0001986648
356,5.345345346,0.0001986648
357,5.360360361,0.0001986648
358,5.375375376,0.0001986648
359,5.390390391,0.0001986648
360,5.405405406,0.0001986648
361,5.4204204211,0.0001986648
362,5.4354354361,0.0001986648
363,5.4504504511,0.0001986648
364,5.4654654661,0.0001986648
365,5.4804804811,0.0001986648
366,5.4954954961,0.0001986648
367,5.5105105111,0.0001986648
368,5.5255255262,0.0001986648
369,5.5405405412,0.0001986648
370,5.5555555562,0.0001986648
371,5.5705705712,0.0001986648
372,5.5855855862,0.0001986648
373,5.6006006012,0.0001986648
374,5.6156156162,0.0001986648
375,5.6306306313,0.0001986648
376,5.6456456463,0.0001986648
377,5.6606606613,0.0001986648
378,5.6756756763,0.0001986648
379,5.6906906913,0.0001986648
380,5.7057057063,0.0001986648
381,5.7207207213,0.0001986648
382,5.7357357364,0.0001986648
383,5.7507507514,0.0001986648
384,5.7657657664,0.0001986648
385,5.7807807814,0.0001986648
386,5.7957957964,0.0001986648
387,5.8108108114,0.0001986648
388,5.8258258264,0.0001986648
389,5.8408408415,0.0001986648
390,5.8558558565,0.0001986648
391,5.8708708715,0.0001986648
392,5.8858858865,0.0001986648
393,5.9009009015,0.0001986648
394,5.9159159165,0.0001986648
395,5.9309309315,0.0001986648
396,5.9459459465,0.0001986648
397,5.9609609616,0.0001986648
398,5.9759759766,0.0001986648
399,5.9909909916,0.0001986648
400,6.0060060066,0.0001986648
401,6.0210210216,0.0001986648
402,6.0360360366,0.0001986648
403,6.0510510516,0.0001986648
404,6.0660660667,0.0001986648
405,6.0810810817,0.0001986648
406,6.0960960967,0.0001986648
407,6.1111111117,0.0001986648
408,6.1261261267,0.0001986648
409,6.1411411417,0.0001986648
410,6.1561561567,0.0001986648
411,6.1711711718,0.0001986648
412,6.1861861868,0.0001986648
413,6.2012012018,0.0001986648
414,6.2162162168,0.0001986648
415,6.2312312318,0.0001986648
416,6.2462462468,0.0001986648
417,6.2612612618,0.0001986648
418,6.2762762769,0.0001986648
419,6.2912912919,0.0001986648
420,6.3063063069,0.0001986648
421,6.3213213219,0.0001986648
422,6.3363363369,0.0001986648
423,6.3513513519,0.0001986648
424,6.3663663669,0.0001986648
425,6.381381382,0.0001986648
426,6.396396397,0.0001986648
427,6.411411412,0.0001986648
428,6.426426427,0.0001986648
429,6.441441442,0.0001986648
430,6.456456457,0.0001986648
431,6.471471472,0.0001986648
432,6.4864864871,0.0001986648
433,6.5015015021,0.0001986648
434,6.5165165171,0.0001986648
435,6.5315315321,0.0001986648
436,6.5465465471,0.0001986648
437,6.5615615621,0.0001986648
438,6.5765765771,0.0001986648
439,6.5915915922,0.0001986648
440,6.6066066072,0.0001986648
441,6.6216216222,0.0001986648
442,6.6366366372,0.0001986648
443,6.6516516522,0.0001986648
444,6.6666666672,0.0001986648
445,6.6816816822,0.0001986648
446,6.6966966973,0.0001986648
447,6.7117117123,0.0001986648
448,6.7267267273,0.0001986648
449,6.7417417423,0.0001986648
450,6.7567567573,0.0001986648
451,6.7717717723,0.0001986648
452,6.7867867873,0.0001986648
453,6.8018018023,0.0001986648
454,6.8168168174,0.0001986648
455,6.8318318324,0.0001986648
456,6.8468468474,0.0001986648
457,6.8618618624,0.0001986648
458,6.8768768774,0.0001986648
459,6.8918918924,0.0001986648
460,6.9069069074,0.0001986648
461,6.9219219225,0.0001986648
462,6.9369369375,0.0001986648
463,6.9519519525,0.0001986648
464,6.9669669675,0.0001986648
465,6.9819819825,0.0001986648
466,6.9969969975,0.0001986648
467,7.0120120125,0.0001986648
468,7.0270270276,0.0001986648
469,7.0420420426,0.0001986648
470,7.0570570576,0.0001986648
471,7.0720720726,0.0001986648
472,7.0870870876,0.0001986648
473,7.1021021026,0.0001986648
474,7.1171171176,0.0001986648
475,7.1321321327,0.0001986648
476,7.1471471477,0.0001986648
477,7.1621621627,0.0001986648
478,7.1771771777,0.0001986648
479,7.1921921927,0.0001986648
480,7.2072072077,0.0001986648
481,7.2222222227,0.0001986648
482,7.2372372378,0.0001986648
483,7.2522522528,0.0001986648
484,7.2672672678,0.0001986648
485,7.2822822828,0.0001986648
486,7.2972972978,0.0001986648
487,7.3123123128,0.0001986648
488,7.3273273278,0.0001986648
489,7.3423423429,0.0001986648
490,7.3573573579,0.0001986648
491,7.3723723729,0.0001986648
492,7.3873873879,0.0001986648
493,7.4024024029,0.0001986648
494,7.4174174179,0.0001986648
495,7.4324324329,0.0001986648
496,7.447447448,0.0001986648
497,7.462462463,0.0001986648
498,7.477477478,0.0001986648
499,7.492492493,0.0001986648
500,7.507507508,0.0001986648
501,7.522522523,0.0001986648
502,7.537537538,0.0001986648
503,7.552552553,0.0001986648
504,7.5675675681,0.0001986648
505,7.5825825831,0.0001986648
506,7.5975975981,0.0001986648
507,7.6126126131,0.0001986648
508,7.6276276281,0.0001986648
509,7.6426426431,0.0001986648
510,7.6576576581,0.0001986648
511,7.6726726732,0.0001986648
512,7.6876876882,0.0001986648
513,7.7027027032,0.0001986648
514,7.7177177182,0.0001986648
515,7.7327327332,0.0001986648
516,7.7477477482,0.0001986648
517,7.7627627632,0.0001986648
518,7.7777777783,0.0001986648
519,7.7927927933,0.0001986648
520,7.8078078083,0.0001986648
521,7.8228228233,0.0001986648
522,7.8378378383,0.0001986648
523,7.8528528533,0.0001986648
524,7.8678678683,0.0001986648
525,7.8828828834,0.0001986648
526,7.8978978984,0.0001986648
527,7.9129129134,0.0001986648
528,7.9279279284,0.0001986648
529,7.9429429434,0.0001986648
530,7.9579579584,0.0001986648
531,7.9729729734,0.0001986648
532,7.9879879885,0.0001986648
533,8.0030030035,0.0001986648
534,8.0180180185,0.0001986648
535,8.0330330335,0.0001986648
536,8.0480480485,0.0001986648
537,8.0630630635,0.0001986648
538,8.0780780785,0.0001986648
539,8.0930930936,0.0001986648
540,8.1081081086,0.0001986648
541,8.1231231236,0.0001986648
542,8.1381381386,0.0001986648
543,8.1531531536,0.0001986648
544,8.1681681686,0.0001986648
545,8.1831831836,0.0001986648
546,8.1981981987,0.0001986648
547,8.2132132137,0.0001986648
548,8.2282282287,0.0001986648
549,8.2432432437,0.0001986648
550,8.2582582587,0.0001986648
551,8.2732732737,0.0001986648
552,8.2882882887,0.0001986648
553,8.3033033037,0.0001986648
554,8.3183183188,0.0001986648
555,8.3333333338,0.0001986648
556,8.3483483488,0.0001986648
557,8.3633633638,0.0001986648
558,8.3783783788,0.0001986648
559,8.3933933938,0.0001986648
560,8.4084084088,0.0001986648
561,8.4234234239,0.0001986648
562,8.4384384389,0.0001986648
563,8.4534534539,0.0001986648
564,8.4684684689,0.0001986648
565,8.4834834839,0.0001986648
566,8.4984984989,0.0001986648
567,8.5135135139,0.0001986648
568,8.528528529,0.0001986648
569,8.543543544,0.0001986648
570,8.558558559,0.0001986648
571,8.573573574,0.0001986648
572,8.588588589,0.0001986648
573,8.603603604,0.0001986648
574,8.618618619,0.0001986648
575,8.6336336341,0.0001986648
576,8.6486486491,0.0001986648
577,8.6636636641,0.0001986648
578,8.6786786791,0.0001986648
579,8.6936936941,0.0001986648
580,8.7087087091,0.0001986648
581,8.7237237241,0.0001986648
582,8.7387387392,0.0001986648
583,8.7537537542,0.0001986648
584,8.7687687692,0.0001986648
585,8.7837837842,0.0001986648
586,8.7987987992,0.0001986648
587,8.8138138142,0.0001986648
588,8.8288288292,0.0001986648
589,8.8438438443,0.0001986648
590,8.8588588593,0.0001986648
591,8.8738738743,0.0001986648
592,8.8888888893,0.0001986648
593,8.9039039043,0.0001986648
594,8.9189189193,0.0001986648
595,8.9339339343,0.0001986648
596,8.9489489494,0.0001986648
597,8.9639639644,0.0001986648
598,8.9789789794,0.0001986648
599,8.9939939944,0.0001986648
600,9.0090090094,0.0001986648
601,9.0240240244,0.0001986648
602,9.0390390394,0.0001986648
603,9.0540540545,0.0001986648
604,9.0690690695,0.0001986648
605,9.0840840845,0.0001986648
606,9.0990990995,0.0001986648
607,9.1141141145,0.0001986648
608,9.1291291295,0.0001986648
609,9.1441441445,0.0001986648
610,9.1591591595,0.0001986648
611,9.1741741746,0.0001986648
612,9.1891891896,0.0001986648
613,9.2042042046,0.0001986648
614,9.2192192196,0.0001986648
615,9.2342342346,0.0001986648
616,9.2492492496,0.0001986648
617,9.2642642646,0.0001986648
618,9.2792792797,0.0001986648
619,9.2942942947,0.0001986648
620,9.3093093097,0.0001986648
621,9.3243243247,0.0001986648
622,9.3393393397,0.0001986648
623,9.3543543547,0.0001986648
624,9.3693693697,0.0001986648
625,9.3843843848,0.0001986648
626,9.3993993998,0.0001986648
627,9.4144144148,0.0001986648
628,9.4294294298,0.0001986648
629,9.4444444448,0.0001986648
630,9.4594594598,0.0001986648
631,9.4744744748,0.0001986648
632,9.4894894899,0.0001986648
633,9.5045045049,0.0001986648
634,9.5195195199,0.0001986648
635,9.5345345349,0.0001986648
636,9.5495495499,0.0001986648
637,9.5645645649,0.0001986648
638,9.5795795799,0.0001986648
639,9.594594595,0.0001986648
640,9.60960961,0.0001986648
641,9.624624625,0.0001986648
642,9.63963964,0.0001986648
643,9.654654655,0.0001986648
644,9.66966967,0.0001986648
645,9.684684685,0.0001986648
646,9.6996997001,0.0001986648
647,9.7147147151,0.0001986648
648,9.7297297301,0.0001986648
649,9.7447447451,0.0001986648
650,9.7597597601,0.0001986648
651,9.7747747751,0.0001986648
652,9.7897897901,0.0001986648
653,9.8048048052,0.0001986648
654,9.8198198202,0.0001986648
655,9.8348348352,0.0001986648
656,9.8498498502,0.0001986648
657,9.8648648652,0.0001986648
658,9.8798798802,0.0001986648
659,9.8948948952,0.0001986648
660,9.9099099102,0.0001986648
661,9.9249249253,0.0001986648
662,9.9399399403,0.0001986648
663,9.9549549553,0.0001986648
664,9.9699699703,0.0001986648
665,9.9849849853,0.0001986648
666,10.0000000003,0.0001986648
667,10.0150150153,0.0001986648
668,10.0300300304,0.0001986648
669,10.0450450454,0.0001986648
670,10.0600600604,0.0001986648
671,10.0750750754,0.0001986648
672,10.0900900904,0.0001986648
673,10.1051051054,0.0001986648
674,10.1201201204,0.0001986648
675,10.1351351355,0.0001986648
676,10.1501501505,0.0001986648
677,10.1651651655,0.0001986648
678,10.1801801805,0.0001986648
679,10.1951951955,0.0001986648
680,10.2102102105,0.0001986648
681,10.2252252255,0.0001986648
682,10.2402402406,0.0001986648
683,10.2552552556,0.0001986648
684,10.2702702706,0.0001986648
685,10.2852852856,0.0001986648
686,10.3003003006,0.0001986648
687,10.3153153156,0.0001986648
688,10.3303303306,0.0001986648
689,10.3453453457,0.0001986648
690,10.3603603607,0.0001986648
691,10.3753753757,0.0001986648
692,10.3903903907,0.0001986648
693,10.4054054057,0.0001986648
694,10.4204204207,0.0001986648
695,10.4354354357,0.0001986648
696,10.4504504508,0.0001986648
697,10.4654654658,0.0001986648
698,10.4804804808,0.0001986648
699,10.4954954958,0.0001986648
700,10.5105105108,0.0001986648
701,10.5255255258,0.0001986648
702,10.5405405408,0.0001986648
703,10.5555555559,0.0001986648
704,10.5705705709,0.0001986648
705,10.5855855859,0.0001986648
706,10.6006006009,0.0001986648
707,10.6156156159,0.0001986648
708,10.6306306309,0.0001986648
709,10.6456456459,0.0001986648
710,10.660660661,0.0001986648
711,10.675675676,0.0001986648
712,10.690690691,0.0001986648
713,10.705705706,0.0001986648
714,10.720720721,0.0001986648
715,10.735735736,0.0001986648
716,10.750750751,0.0001986648
717,10.765765766,0.0001986648
718,10.7807807811,0.0001986648
719,10.7957957961,0.0001986648
720,10.8108108111,0.0001986648
721,10.8258258261,0.0001986648
722,10.8408408411,0.0001986648
723,10.8558558561,0.0001986648
724,10.8708708711,0.0001986648
725,10.8858858862,0.0001986648
726,10.9009009012,0.0001986648
727,10.9159159162,0.0001986648
728,10.9309309312,0.0001986648
729,10.9459459462,0.0001986648
730,10.9609609612,0.0001986648
731,10.9759759762,0.0001986648
732,10.9909909913,0.0001986648
733,11.0060060063,0.0001986648
734,11.0210210213,0.0001986648
735,11.0360360363,0.0001986648
736,11.0510510513,0.0001986648
737,11.0660660663,0.0001986648
738,11.0810810813,0.0001986648
739,11.0960960964,0.0001986648
740,11.1111111114,0.0001986648
741,11.1261261264,0.0001986648
742,11.1411411414,0.0001986648
743,11.1561561564,0.0001986648
744,11.1711711714,0.0001986648
745,11.1861861864,0.0001986648
746,11.2012012015,0.0001986648
747,11.2162162165,0.0001986648
748,11.2312312315,0.0001986648
749,11.2462462465,0.0001986648
750,11.2612612615,0.0001986648
751,11.2762762765,0.0001986648
752,11.2912912915,0.0001986648
753,11.3063063066,0.0001986648
754,11.3213213216,0.0001986648
755,11.3363363366,0.0001986648
756,11.3513513516,0.0001986648
757,11.3663663666,0.0001986648
758,11.3813813816,0.0001986648
759,11.3963963966,0.0001986648
760,11.4114114117,0.0001986648
761,11.4264264267,0.0001986648
762,11.4414414417,0.0001986648
763,11.4564564567,0.0001986648
764,11.4714714717,0.0001986648
765,11.4864864867,0.0001986648
766,11.5015015017,0.0001986648
767,11.5165165167,0.0001986648
768,11.5315315318,0.0001986648
769,11.5465465468,0.0001986648
770,11.5615615618,0.0001986648
771,11.5765765768,0.0001986648
772,11.5915915918,0.0001986648
773,11.6066066068,0.0001986648
774,11.6216216218,0.0001986648
775,11.6366366369,0.0001986648
776,11.6516516519,0.0001986648
777,11.6666666669,0.0001986648
778,11.6816816819,0.0001986648
779,11.6966966969,0.0001986648
780,11.7117117119,0.0001986648
781,11.7267267269,0.0001986648
782,11.741741742,0.0001986648
783,11.756756757,0.0001986648
784,11.771771772,0.0001986648
785,11.786786787,0.0001986648
786,11.801801802,0.0001986648
787,11.816816817,0.0001986648
788,11.831831832,0.0001986648
789,11.8468468471,0.0001986648
790,11.8618618621,0.0001986648
791,11.8768768771,0.0001986648
792,11.8918918921,0.0001986648
793,11.9069069071,0.0001986648
794,11.9219219221,0.0001986648
795,11.9369369371,0.0001986648
796,11.9519519522,0.0001986648
797,11.9669669672,0.0001986648
798,11.9819819822,0.0001986648
799,11.9969969972,0.0001986648
800,12.0120120122,0.0001986648
801,12.0270270272,0.0001986648
802,12.0420420422,0.0001986648
803,12.0570570573,0.0001986648
804,12.0720720723,0.0001986648
805,12.0870870873,0.0001986648
806,12.1021021023,0.0001986648
807,12.1171171173,0.0001986648
808,12.1321321323,0.0001986648
809,12.1471471473,0.0001986648
810,12.1621621624,0.0001986648
811,12.1771771774,0.0001986648
812,12.1921921924,0.0001986648
813,12.2072072074,0.0001986648
814,12.2222222224,0.0001986648
815,12.2372372374,0.0001986648
816,12.2522522524,0.0001986648
817,12.2672672674,0.0001986648
818,12.2822822825,0.0001986648
819,12.2972972975,0.0001986648
820,12.3123123125,0.0001986648
821,12.3273273275,0.0001986648
822,12.3423423425,0.0001986648
823,12.3573573575,0.0001986648
824,12.3723723725,0.0001986648
825,12.3873873876,0.0001986648
826,12.4024024026,0.0001986648
827,12.4174174176,0.0001986648
828,12.4324324326,0.0001986648
829,12.4474474476,0.0001986648
830,12.4624624626,0.0001986648
831,12.4774774776,0.0001986648
832,12.4924924927,0.0001986648
833,12.5075075077,0.0001986648
834,12.5225225227,0.0001986648
835,12.5375375377,0.0001986648
836,12.5525525527,0.0001986648
837,12.5675675677,0.0001986648
838,12.5825825827,0.0001986648
839,12.5975975978,0.0001986648
840,12.6126126128,0.0001986648
841,12.6276276278,0.0001986648
842,12.6426426428,0.0001986648
843,12.6576576578,0.0001986648
844,12.6726726728,0.0001986648
845,12.6876876878,0.0001986648
846,12.7027027029,0.0001986648
847,12.7177177179,0.0001986648
848,12.7327327329,0.0001986648
849,12.7477477479,0.0001986648
850,12.7627627629,0.0001986648
851,12.7777777779,0.0001986648
852,12.7927927929,0.0001986648
853,12.807807808,0.0001986648
854,12.822822823,0.0001986648
855,12.837837838,0.0001986648
856,12.852852853,0.0001986648
857,12.867867868,0.0001986648
858,12.882882883,0.0001986648
859,12.897897898,0.0001986648
860,12.9129129131,0.0001986648
861,12.9279279281,0.0001986648
862,12.9429429431,0.0001986648
863,12.9579579581,0.0001986648
864,12.9729729731,0.0001986648
865,12.9879879881,0.0001986648
866,13.0030030031,0.0001986648
867,13.0180180182,0.0001986648
868,13.0330330332,0.0001986648
869,13.0480480482,0.0001986648
870,13.0630630632,0.0001986648
871,13.0780780782,0.0001986648
872,13.0930930932,0.0001986648
873,13.1081081082,0.0001986648
874,13.1231231232,0.0001986648
875,13.1381381383,0.0001986648
876,13.1531531533,0.0001986648
877,13.1681681683,0.0001986648
